S 643d78,4 hit 
L 603c84,4 hit 
S 643df8,4 hit 
L 603c88,4 hit 
S 643e78,4 hit 
L 603c8c,4 hit 
S 643ef8,4 hit 
L 603c90,4 hit 
S 643f78,4 hit 
L 603c94,4 hit 
S 643ff8,4 hit 
L 603c98,4 hit 
S 644078,4 hit 
L 603c9c,4 hit 
S 6440f8,4 hit 
L 603d00,4 miss eviction 
S 643d7c,4 hit 
L 603d04,4 hit 
S 643dfc,4 hit 
L 603d08,4 hit 
S 643e7c,4 hit 
L 603d0c,4 hit 
S 643efc,4 hit 
L 603d10,4 hit 
S 643f7c,4 hit 
L 603d14,4 hit 
S 643ffc,4 hit 
L 603d18,4 hit 
S 64407c,4 hit 
L 603d1c,4 hit 
S 6440fc,4 hit 
L 603d20,4 miss eviction 
S 643180,4 miss eviction 
L 603d24,4 hit 
S 643200,4 miss eviction 
L 603d28,4 hit 
S 643280,4 miss eviction 
L 603d2c,4 hit 
S 643300,4 miss eviction 
L 603d30,4 hit 
S 643380,4 miss eviction 
L 603d34,4 hit 
S 643400,4 miss eviction 
L 603d38,4 hit 
S 643480,4 miss eviction 
L 603d3c,4 hit 
S 643500,4 miss eviction 
L 603da0,4 miss eviction 
S 643184,4 hit 
L 603da4,4 hit 
S 643204,4 hit 
L 603da8,4 hit 
S 643284,4 hit 
L 603dac,4 hit 
S 643304,4 hit 
L 603db0,4 hit 
S 643384,4 hit 
L 603db4,4 hit 
S 643404,4 hit 
L 603db8,4 hit 
S 643484,4 hit 
L 603dbc,4 hit 
S 643504,4 hit 
L 603e20,4 miss eviction 
S 643188,4 hit 
L 603e24,4 hit 
S 643208,4 hit 
L 603e28,4 hit 
S 643288,4 hit 
L 603e2c,4 hit 
S 643308,4 hit 
L 603e30,4 hit 
S 643388,4 hit 
L 603e34,4 hit 
S 643408,4 hit 
L 603e38,4 hit 
S 643488,4 hit 
L 603e3c,4 hit 
S 643508,4 hit 
L 603ea0,4 miss eviction 
S 64318c,4 hit 
L 603ea4,4 hit 
S 64320c,4 hit 
L 603ea8,4 hit 
S 64328c,4 hit 
L 603eac,4 hit 
S 64330c,4 hit 
L 603eb0,4 hit 
S 64338c,4 hit 
L 603eb4,4 hit 
S 64340c,4 hit 
L 603eb8,4 hit 
S 64348c,4 hit 
L 603ebc,4 hit 
S 64350c,4 hit 
L 603f20,4 miss eviction 
S 643190,4 hit 
L 603f24,4 hit 
S 643210,4 hit 
L 603f28,4 hit 
S 643290,4 hit 
L 603f2c,4 hit 
S 643310,4 hit 
L 603f30,4 hit 
S 643390,4 hit 
L 603f34,4 hit 
S 643410,4 hit 
L 603f38,4 hit 
S 643490,4 hit 
L 603f3c,4 hit 
S 643510,4 hit 
L 603fa0,4 miss eviction 
S 643194,4 hit 
L 603fa4,4 hit 
S 643214,4 hit 
L 603fa8,4 hit 
S 643294,4 hit 
L 603fac,4 hit 
S 643314,4 hit 
L 603fb0,4 hit 
S 643394,4 hit 
L 603fb4,4 hit 
S 643414,4 hit 
L 603fb8,4 hit 
S 643494,4 hit 
L 603fbc,4 hit 
S 643514,4 hit 
L 604020,4 miss eviction 
S 643198,4 hit 
L 604024,4 hit 
S 643218,4 hit 
L 604028,4 hit 
S 643298,4 hit 
L 60402c,4 hit 
S 643318,4 hit 
L 604030,4 hit 
S 643398,4 hit 
L 604034,4 hit 
S 643418,4 hit 
L 604038,4 hit 
S 643498,4 hit 
L 60403c,4 hit 
S 643518,4 hit 
L 6040a0,4 miss eviction 
S 64319c,4 hit 
L 6040a4,4 hit 
S 64321c,4 hit 
L 6040a8,4 hit 
S 64329c,4 hit 
L 6040ac,4 hit 
S 64331c,4 hit 
L 6040b0,4 hit 
S 64339c,4 hit 
L 6040b4,4 hit 
S 64341c,4 hit 
L 6040b8,4 hit 
S 64349c,4 hit 
L 6040bc,4 hit 
S 64351c,4 hit 
L 603d40,4 miss eviction 
S 643580,4 miss eviction 
L 603d44,4 hit 
S 643600,4 miss eviction 
L 603d48,4 hit 
S 643680,4 miss eviction 
L 603d4c,4 hit 
S 643700,4 miss eviction 
L 603d50,4 hit 
S 643780,4 miss eviction 
L 603d54,4 hit 
S 643800,4 miss eviction 
L 603d58,4 hit 
S 643880,4 miss eviction 
L 603d5c,4 hit 
S 643900,4 miss eviction 
L 603dc0,4 miss eviction 
S 643584,4 hit 
L 603dc4,4 hit 
S 643604,4 hit 
L 603dc8,4 hit 
S 643684,4 hit 
L 603dcc,4 hit 
S 643704,4 hit 
L 603dd0,4 hit 
S 643784,4 hit 
L 603dd4,4 hit 
S 643804,4 hit 
L 603dd8,4 hit 
S 643884,4 hit 
L 603ddc,4 hit 
S 643904,4 hit 
L 603e40,4 miss eviction 
S 643588,4 hit 
L 603e44,4 hit 
S 643608,4 hit 
L 603e48,4 hit 
S 643688,4 hit 
L 603e4c,4 hit 
S 643708,4 hit 
L 603e50,4 hit 
S 643788,4 hit 
L 603e54,4 hit 
S 643808,4 hit 
L 603e58,4 hit 
S 643888,4 hit 
L 603e5c,4 hit 
S 643908,4 hit 
L 603ec0,4 miss eviction 
S 64358c,4 hit 
L 603ec4,4 hit 
S 64360c,4 hit 
L 603ec8,4 hit 
S 64368c,4 hit 
L 603ecc,4 hit 
S 64370c,4 hit 
L 603ed0,4 hit 
S 64378c,4 hit 
L 603ed4,4 hit 
S 64380c,4 hit 
L 603ed8,4 hit 
S 64388c,4 hit 
L 603edc,4 hit 
S 64390c,4 hit 
L 603f40,4 miss eviction 
S 643590,4 hit 
L 603f44,4 hit 
S 643610,4 hit 
L 603f48,4 hit 
S 643690,4 hit 
L 603f4c,4 hit 
S 643710,4 hit 
L 603f50,4 hit 
S 643790,4 hit 
L 603f54,4 hit 
S 643810,4 hit 
L 603f58,4 hit 
S 643890,4 hit 
L 603f5c,4 hit 
S 643910,4 hit 
L 603fc0,4 miss eviction 
S 643594,4 hit 
L 603fc4,4 hit 
S 643614,4 hit 
L 603fc8,4 hit 
S 643694,4 hit 
L 603fcc,4 hit 
S 643714,4 hit 
L 603fd0,4 hit 
S 643794,4 hit 
L 603fd4,4 hit 
S 643814,4 hit 
L 603fd8,4 hit 
S 643894,4 hit 
L 603fdc,4 hit 
S 643914,4 hit 
L 604040,4 miss eviction 
S 643598,4 hit 
L 604044,4 hit 
S 643618,4 hit 
L 604048,4 hit 
S 643698,4 hit 
L 60404c,4 hit 
S 643718,4 hit 
L 604050,4 hit 
S 643798,4 hit 
L 604054,4 hit 
S 643818,4 hit 
L 604058,4 hit 
S 643898,4 hit 
L 60405c,4 hit 
S 643918,4 hit 
L 6040c0,4 miss eviction 
S 64359c,4 hit 
L 6040c4,4 hit 
S 64361c,4 hit 
L 6040c8,4 hit 
S 64369c,4 hit 
L 6040cc,4 hit 
S 64371c,4 hit 
L 6040d0,4 hit 
S 64379c,4 hit 
L 6040d4,4 hit 
S 64381c,4 hit 
L 6040d8,4 hit 
S 64389c,4 hit 
L 6040dc,4 hit 
S 64391c,4 hit 
L 603d60,4 miss eviction 
S 643980,4 miss eviction 
L 603d64,4 hit 
S 643a00,4 miss eviction 
L 603d68,4 hit 
S 643a80,4 miss eviction 
L 603d6c,4 hit 
S 643b00,4 miss eviction 
L 603d70,4 hit 
S 643b80,4 miss eviction 
L 603d74,4 hit 
S 643c00,4 miss eviction 
L 603d78,4 hit 
S 643c80,4 miss eviction 
L 603d7c,4 hit 
S 643d00,4 miss eviction 
L 603de0,4 miss eviction 
S 643984,4 hit 
L 603de4,4 hit 
S 643a04,4 hit 
L 603de8,4 hit 
S 643a84,4 hit 
L 603dec,4 hit 
S 643b04,4 hit 
L 603df0,4 hit 
S 643b84,4 hit 
L 603df4,4 hit 
S 643c04,4 hit 
L 603df8,4 hit 
S 643c84,4 hit 
L 603dfc,4 hit 
S 643d04,4 hit 
L 603e60,4 miss eviction 
S 643988,4 hit 
L 603e64,4 hit 
S 643a08,4 hit 
L 603e68,4 hit 
S 643a88,4 hit 
L 603e6c,4 hit 
S 643b08,4 hit 
L 603e70,4 hit 
S 643b88,4 hit 
L 603e74,4 hit 
S 643c08,4 hit 
L 603e78,4 hit 
S 643c88,4 hit 
L 603e7c,4 hit 
S 643d08,4 hit 
L 603ee0,4 miss eviction 
S 64398c,4 hit 
L 603ee4,4 hit 
S 643a0c,4 hit 
L 603ee8,4 hit 
S 643a8c,4 hit 
L 603eec,4 hit 
S 643b0c,4 hit 
L 603ef0,4 hit 
S 643b8c,4 hit 
L 603ef4,4 hit 
S 643c0c,4 hit 
L 603ef8,4 hit 
S 643c8c,4 hit 
L 603efc,4 hit 
S 643d0c,4 hit 
L 603f60,4 miss eviction 
S 643990,4 hit 
L 603f64,4 hit 
S 643a10,4 hit 
L 603f68,4 hit 
S 643a90,4 hit 
L 603f6c,4 hit 
S 643b10,4 hit 
L 603f70,4 hit 
S 643b90,4 hit 
L 603f74,4 hit 
S 643c10,4 hit 
L 603f78,4 hit 
S 643c90,4 hit 
L 603f7c,4 hit 
S 643d10,4 hit 
L 603fe0,4 miss eviction 
S 643994,4 hit 
L 603fe4,4 hit 
S 643a14,4 hit 
L 603fe8,4 hit 
S 643a94,4 hit 
L 603fec,4 hit 
S 643b14,4 hit 
L 603ff0,4 hit 
S 643b94,4 hit 
L 603ff4,4 hit 
S 643c14,4 hit 
L 603ff8,4 hit 
S 643c94,4 hit 
L 603ffc,4 hit 
S 643d14,4 hit 
L 604060,4 miss eviction 
S 643998,4 hit 
L 604064,4 hit 
S 643a18,4 hit 
L 604068,4 hit 
S 643a98,4 hit 
L 60406c,4 hit 
S 643b18,4 hit 
L 604070,4 hit 
S 643b98,4 hit 
L 604074,4 hit 
S 643c18,4 hit 
L 604078,4 hit 
S 643c98,4 hit 
L 60407c,4 hit 
S 643d18,4 hit 
L 6040e0,4 miss eviction 
S 64399c,4 hit 
L 6040e4,4 hit 
S 643a1c,4 hit 
L 6040e8,4 hit 
S 643a9c,4 hit 
L 6040ec,4 hit 
S 643b1c,4 hit 
L 6040f0,4 hit 
S 643b9c,4 hit 
L 6040f4,4 hit 
S 643c1c,4 hit 
L 6040f8,4 hit 
S 643c9c,4 hit 
L 6040fc,4 hit 
S 643d1c,4 hit 
L 603120,4 miss eviction 
S 643540,4 miss eviction 
L 603124,4 hit 
S 6435c0,4 miss eviction 
L 603128,4 hit 
S 643640,4 miss eviction 
L 60312c,4 hit 
S 6436c0,4 miss eviction 
L 603130,4 hit 
S 643740,4 miss eviction 
L 603134,4 hit 
S 6437c0,4 miss eviction 
L 603138,4 hit 
S 643840,4 miss eviction 
L 60313c,4 hit 
S 6438c0,4 miss eviction 
L 6031a0,4 miss eviction 
S 643544,4 hit 
L 6031a4,4 hit 
S 6435c4,4 hit 
L 6031a8,4 hit 
S 643644,4 hit 
L 6031ac,4 hit 
S 6436c4,4 hit 
L 6031b0,4 hit 
S 643744,4 hit 
L 6031b4,4 hit 
S 6437c4,4 hit 
L 6031b8,4 hit 
S 643844,4 hit 
L 6031bc,4 hit 
S 6438c4,4 hit 
L 603220,4 miss eviction 
S 643548,4 hit 
L 603224,4 hit 
S 6435c8,4 hit 
L 603228,4 hit 
S 643648,4 hit 
L 60322c,4 hit 
S 6436c8,4 hit 
L 603230,4 hit 
S 643748,4 hit 
L 603234,4 hit 
S 6437c8,4 hit 
L 603238,4 hit 
S 643848,4 hit 
L 60323c,4 hit 
S 6438c8,4 hit 
L 6032a0,4 miss eviction 
S 64354c,4 hit 
L 6032a4,4 hit 
S 6435cc,4 hit 
L 6032a8,4 hit 
S 64364c,4 hit 
L 6032ac,4 hit 
S 6436cc,4 hit 
L 6032b0,4 hit 
S 64374c,4 hit 
L 6032b4,4 hit 
S 6437cc,4 hit 
L 6032b8,4 hit 
S 64384c,4 hit 
L 6032bc,4 hit 
S 6438cc,4 hit 
L 603320,4 miss eviction 
S 643550,4 hit 
L 603324,4 hit 
S 6435d0,4 hit 
L 603328,4 hit 
S 643650,4 hit 
L 60332c,4 hit 
S 6436d0,4 hit 
L 603330,4 hit 
S 643750,4 hit 
L 603334,4 hit 
S 6437d0,4 hit 
L 603338,4 hit 
S 643850,4 hit 
L 60333c,4 hit 
S 6438d0,4 hit 
L 6033a0,4 miss eviction 
S 643554,4 hit 
L 6033a4,4 hit 
S 6435d4,4 hit 
L 6033a8,4 hit 
S 643654,4 hit 
L 6033ac,4 hit 
S 6436d4,4 hit 
L 6033b0,4 hit 
S 643754,4 hit 
L 6033b4,4 hit 
S 6437d4,4 hit 
L 6033b8,4 hit 
S 643854,4 hit 
L 6033bc,4 hit 
S 6438d4,4 hit 
L 603420,4 miss eviction 
S 643558,4 hit 
L 603424,4 hit 
S 6435d8,4 hit 
L 603428,4 hit 
S 643658,4 hit 
L 60342c,4 hit 
S 6436d8,4 hit 
L 603430,4 hit 
S 643758,4 hit 
L 603434,4 hit 
S 6437d8,4 hit 
L 603438,4 hit 
S 643858,4 hit 
L 60343c,4 hit 
S 6438d8,4 hit 
L 6034a0,4 miss eviction 
S 64355c,4 hit 
L 6034a4,4 hit 
S 6435dc,4 hit 
L 6034a8,4 hit 
S 64365c,4 hit 
L 6034ac,4 hit 
S 6436dc,4 hit 
L 6034b0,4 hit 
S 64375c,4 hit 
L 6034b4,4 hit 
S 6437dc,4 hit 
L 6034b8,4 hit 
S 64385c,4 hit 
L 6034bc,4 hit 
S 6438dc,4 hit 
L 603960,4 miss eviction 
S 643d80,4 miss eviction 
L 603964,4 hit 
S 643e00,4 miss eviction 
L 603968,4 hit 
S 643e80,4 miss eviction 
L 60396c,4 hit 
S 643f00,4 miss eviction 
L 603970,4 hit 
S 643f80,4 miss eviction 
L 603974,4 hit 
S 644000,4 miss eviction 
L 603978,4 hit 
S 644080,4 miss eviction 
L 60397c,4 hit 
S 644100,4 miss eviction 
L 6039e0,4 miss eviction 
S 643d84,4 hit 
L 6039e4,4 hit 
S 643e04,4 hit 
L 6039e8,4 hit 
S 643e84,4 hit 
L 6039ec,4 hit 
S 643f04,4 hit 
L 6039f0,4 hit 
S 643f84,4 hit 
L 6039f4,4 hit 
S 644004,4 hit 
L 6039f8,4 hit 
S 644084,4 hit 
L 6039fc,4 hit 
S 644104,4 hit 
L 603a60,4 miss eviction 
S 643d88,4 hit 
L 603a64,4 hit 
S 643e08,4 hit 
L 603a68,4 hit 
S 643e88,4 hit 
L 603a6c,4 hit 
S 643f08,4 hit 
L 603a70,4 hit 
S 643f88,4 hit 
L 603a74,4 hit 
S 644008,4 hit 
L 603a78,4 hit 
S 644088,4 hit 
L 603a7c,4 hit 
S 644108,4 hit 
L 603ae0,4 miss eviction 
S 643d8c,4 hit 
L 603ae4,4 hit 
S 643e0c,4 hit 
L 603ae8,4 hit 
S 643e8c,4 hit 
L 603aec,4 hit 
S 643f0c,4 hit 
L 603af0,4 hit 
S 643f8c,4 hit 
L 603af4,4 hit 
S 64400c,4 hit 
L 603af8,4 hit 
S 64408c,4 hit 
L 603afc,4 hit 
S 64410c,4 hit 
L 603b60,4 miss eviction 
S 643d90,4 hit 
L 603b64,4 hit 
S 643e10,4 hit 
L 603b68,4 hit 
S 643e90,4 hit 
L 603b6c,4 hit 
S 643f10,4 hit 
L 603b70,4 hit 
S 643f90,4 hit 
L 603b74,4 hit 
S 644010,4 hit 
L 603b78,4 hit 
S 644090,4 hit 
L 603b7c,4 hit 
S 644110,4 hit 
L 603be0,4 miss eviction 
S 643d94,4 hit 
L 603be4,4 hit 
S 643e14,4 hit 
L 603be8,4 hit 
S 643e94,4 hit 
L 603bec,4 hit 
S 643f14,4 hit 
L 603bf0,4 hit 
S 643f94,4 hit 
L 603bf4,4 hit 
S 644014,4 hit 
L 603bf8,4 hit 
S 644094,4 hit 
L 603bfc,4 hit 
S 644114,4 hit 
L 603c60,4 miss eviction 
S 643d98,4 hit 
L 603c64,4 hit 
S 643e18,4 hit 
L 603c68,4 hit 
S 643e98,4 hit 
L 603c6c,4 hit 
S 643f18,4 hit 
L 603c70,4 hit 
S 643f98,4 hit 
L 603c74,4 hit 
S 644018,4 hit 
L 603c78,4 hit 
S 644098,4 hit 
L 603c7c,4 hit 
S 644118,4 hit 
L 603ce0,4 miss eviction 
S 643d9c,4 hit 
L 603ce4,4 hit 
S 643e1c,4 hit 
L 603ce8,4 hit 
S 643e9c,4 hit 
L 603cec,4 hit 
S 643f1c,4 hit 
L 603cf0,4 hit 
S 643f9c,4 hit 
L 603cf4,4 hit 
S 64401c,4 hit 
L 603cf8,4 hit 
S 64409c,4 hit 
L 603cfc,4 hit 
S 64411c,4 hit 
L 643540,4 hit 
S 643120,4 miss eviction 
L 643544,4 hit 
S 643124,4 hit 
L 643548,4 hit 
S 643128,4 hit 
L 64354c,4 hit 
S 64312c,4 hit 
L 643550,4 hit 
S 643130,4 hit 
L 643554,4 hit 
S 643134,4 hit 
L 643558,4 hit 
S 643138,4 hit 
L 64355c,4 hit 
S 64313c,4 hit 
L 6435c0,4 hit 
S 6431a0,4 miss eviction 
L 6435c4,4 hit 
S 6431a4,4 hit 
L 6435c8,4 hit 
S 6431a8,4 hit 
L 6435cc,4 hit 
S 6431ac,4 hit 
L 6435d0,4 hit 
S 6431b0,4 hit 
L 6435d4,4 hit 
S 6431b4,4 hit 
L 6435d8,4 hit 
S 6431b8,4 hit 
L 6435dc,4 hit 
S 6431bc,4 hit 
L 643640,4 hit 
S 643220,4 miss eviction 
L 643644,4 hit 
S 643224,4 hit 
L 643648,4 hit 
S 643228,4 hit 
L 64364c,4 hit 
S 64322c,4 hit 
L 643650,4 hit 
S 643230,4 hit 
L 643654,4 hit 
S 643234,4 hit 
L 643658,4 hit 
S 643238,4 hit 
L 64365c,4 hit 
S 64323c,4 hit 
L 6436c0,4 hit 
S 6432a0,4 miss eviction 
L 6436c4,4 hit 
S 6432a4,4 hit 
L 6436c8,4 hit 
S 6432a8,4 hit 
L 6436cc,4 hit 
S 6432ac,4 hit 
L 6436d0,4 hit 
S 6432b0,4 hit 
L 6436d4,4 hit 
S 6432b4,4 hit 
L 6436d8,4 hit 
S 6432b8,4 hit 
L 6436dc,4 hit 
S 6432bc,4 hit 
L 643740,4 hit 
S 643320,4 miss eviction 
L 643744,4 hit 
S 643324,4 hit 
L 643748,4 hit 
S 643328,4 hit 
L 64374c,4 hit 
S 64332c,4 hit 
L 643750,4 hit 
S 643330,4 hit 
L 643754,4 hit 
S 643334,4 hit 
L 643758,4 hit 
S 643338,4 hit 
L 64375c,4 hit 
S 64333c,4 hit 
L 6437c0,4 hit 
S 6433a0,4 miss eviction 
L 6437c4,4 hit 
S 6433a4,4 hit 
L 6437c8,4 hit 
S 6433a8,4 hit 
L 6437cc,4 hit 
S 6433ac,4 hit 
L 6437d0,4 hit 
S 6433b0,4 hit 
L 6437d4,4 hit 
S 6433b4,4 hit 
L 6437d8,4 hit 
S 6433b8,4 hit 
L 6437dc,4 hit 
S 6433bc,4 hit 
L 643840,4 hit 
S 643420,4 miss eviction 
L 643844,4 hit 
S 643424,4 hit 
L 643848,4 hit 
S 643428,4 hit 
L 64384c,4 hit 
S 64342c,4 hit 
L 643850,4 hit 
S 643430,4 hit 
L 643854,4 hit 
S 643434,4 hit 
L 643858,4 hit 
S 643438,4 hit 
L 64385c,4 hit 
S 64343c,4 hit 
L 6438c0,4 hit 
S 6434a0,4 miss eviction 
L 6438c4,4 hit 
S 6434a4,4 hit 
L 6438c8,4 hit 
S 6434a8,4 hit 
L 6438cc,4 hit 
S 6434ac,4 hit 
L 6438d0,4 hit 
S 6434b0,4 hit 
L 6438d4,4 hit 
S 6434b4,4 hit 
L 6438d8,4 hit 
S 6434b8,4 hit 
L 6438dc,4 hit 
S 6434bc,4 hit 
L 643d80,4 hit 
S 643960,4 miss eviction 
L 643d84,4 hit 
S 643964,4 hit 
L 643d88,4 hit 
S 643968,4 hit 
L 643d8c,4 hit 
S 64396c,4 hit 
L 643d90,4 hit 
S 643970,4 hit 
L 643d94,4 hit 
S 643974,4 hit 
L 643d98,4 hit 
S 643978,4 hit 
L 643d9c,4 hit 
S 64397c,4 hit 
L 643e00,4 hit 
S 6439e0,4 miss eviction 
L 643e04,4 hit 
S 6439e4,4 hit 
L 643e08,4 hit 
S 6439e8,4 hit 
L 643e0c,4 hit 
S 6439ec,4 hit 
L 643e10,4 hit 
S 6439f0,4 hit 
L 643e14,4 hit 
S 6439f4,4 hit 
L 643e18,4 hit 
S 6439f8,4 hit 
L 643e1c,4 hit 
S 6439fc,4 hit 
L 643e80,4 hit 
S 643a60,4 miss eviction 
L 643e84,4 hit 
S 643a64,4 hit 
L 643e88,4 hit 
S 643a68,4 hit 
L 643e8c,4 hit 
S 643a6c,4 hit 
L 643e90,4 hit 
S 643a70,4 hit 
L 643e94,4 hit 
S 643a74,4 hit 
L 643e98,4 hit 
S 643a78,4 hit 
L 643e9c,4 hit 
S 643a7c,4 hit 
L 643f00,4 hit 
S 643ae0,4 miss eviction 
L 643f04,4 hit 
S 643ae4,4 hit 
L 643f08,4 hit 
S 643ae8,4 hit 
L 643f0c,4 hit 
S 643aec,4 hit 
L 643f10,4 hit 
S 643af0,4 hit 
L 643f14,4 hit 
S 643af4,4 hit 
L 643f18,4 hit 
S 643af8,4 hit 
L 643f1c,4 hit 
S 643afc,4 hit 
L 643f80,4 hit 
S 643b60,4 miss eviction 
L 643f84,4 hit 
S 643b64,4 hit 
L 643f88,4 hit 
S 643b68,4 hit 
L 643f8c,4 hit 
S 643b6c,4 hit 
L 643f90,4 hit 
S 643b70,4 hit 
L 643f94,4 hit 
S 643b74,4 hit 
L 643f98,4 hit 
S 643b78,4 hit 
L 643f9c,4 hit 
S 643b7c,4 hit 
L 644000,4 hit 
S 643be0,4 miss eviction 
L 644004,4 hit 
S 643be4,4 hit 
L 644008,4 hit 
S 643be8,4 hit 
L 64400c,4 hit 
S 643bec,4 hit 
L 644010,4 hit 
S 643bf0,4 hit 
L 644014,4 hit 
S 643bf4,4 hit 
L 644018,4 hit 
S 643bf8,4 hit 
L 64401c,4 hit 
S 643bfc,4 hit 
L 644080,4 hit 
S 643c60,4 miss eviction 
L 644084,4 hit 
S 643c64,4 hit 
L 644088,4 hit 
S 643c68,4 hit 
L 64408c,4 hit 
S 643c6c,4 hit 
L 644090,4 hit 
S 643c70,4 hit 
L 644094,4 hit 
S 643c74,4 hit 
L 644098,4 hit 
S 643c78,4 hit 
L 64409c,4 hit 
S 643c7c,4 hit 
L 644100,4 hit 
S 643ce0,4 miss eviction 
L 644104,4 hit 
S 643ce4,4 hit 
L 644108,4 hit 
S 643ce8,4 hit 
L 64410c,4 hit 
S 643cec,4 hit 
L 644110,4 hit 
S 643cf0,4 hit 
L 644114,4 hit 
S 643cf4,4 hit 
L 644118,4 hit 
S 643cf8,4 hit 
L 64411c,4 hit 
S 643cfc,4 hit 
L 603540,4 miss eviction 
S 643d80,4 hit 
L 603544,4 hit 
S 643e00,4 hit 
L 603548,4 hit 
S 643e80,4 hit 
L 60354c,4 hit 
S 643f00,4 hit 
L 603550,4 hit 
S 643f80,4 hit 
L 603554,4 hit 
S 644000,4 hit 
L 603558,4 hit 
S 644080,4 hit 
L 60355c,4 hit 
S 644100,4 hit 
L 6035c0,4 miss eviction 
S 643d84,4 hit 
L 6035c4,4 hit 
S 643e04,4 hit 
L 6035c8,4 hit 
S 643e84,4 hit 
L 6035cc,4 hit 
S 643f04,4 hit 
L 6035d0,4 hit 
S 643f84,4 hit 
L 6035d4,4 hit 
S 644004,4 hit 
L 6035d8,4 hit 
S 644084,4 hit 
L 6035dc,4 hit 
S 644104,4 hit 
L 603640,4 miss eviction 
S 643d88,4 hit 
L 603644,4 hit 
S 643e08,4 hit 
L 603648,4 hit 
S 643e88,4 hit 
L 60364c,4 hit 
S 643f08,4 hit 
L 603650,4 hit 
S 643f88,4 hit 
L 603654,4 hit 
S 644008,4 hit 
L 603658,4 hit 
S 644088,4 hit 
L 60365c,4 hit 
S 644108,4 hit 
L 6036c0,4 miss eviction 
S 643d8c,4 hit 
L 6036c4,4 hit 
S 643e0c,4 hit 
L 6036c8,4 hit 
S 643e8c,4 hit 
L 6036cc,4 hit 
S 643f0c,4 hit 
L 6036d0,4 hit 
S 643f8c,4 hit 
L 6036d4,4 hit 
S 64400c,4 hit 
L 6036d8,4 hit 
S 64408c,4 hit 
L 6036dc,4 hit 
S 64410c,4 hit 
L 603740,4 miss eviction 
S 643d90,4 hit 
L 603744,4 hit 
S 643e10,4 hit 
L 603748,4 hit 
S 643e90,4 hit 
L 60374c,4 hit 
S 643f10,4 hit 
L 603750,4 hit 
S 643f90,4 hit 
L 603754,4 hit 
S 644010,4 hit 
L 603758,4 hit 
S 644090,4 hit 
L 60375c,4 hit 
S 644110,4 hit 
L 6037c0,4 miss eviction 
S 643d94,4 hit 
L 6037c4,4 hit 
S 643e14,4 hit 
L 6037c8,4 hit 
S 643e94,4 hit 
L 6037cc,4 hit 
S 643f14,4 hit 
L 6037d0,4 hit 
S 643f94,4 hit 
L 6037d4,4 hit 
S 644014,4 hit 
L 6037d8,4 hit 
S 644094,4 hit 
L 6037dc,4 hit 
S 644114,4 hit 
L 603840,4 miss eviction 
S 643d98,4 hit 
L 603844,4 hit 
S 643e18,4 hit 
L 603848,4 hit 
S 643e98,4 hit 
L 60384c,4 hit 
S 643f18,4 hit 
L 603850,4 hit 
S 643f98,4 hit 
L 603854,4 hit 
S 644018,4 hit 
L 603858,4 hit 
S 644098,4 hit 
L 60385c,4 hit 
S 644118,4 hit 
L 6038c0,4 miss eviction 
S 643d9c,4 hit 
L 6038c4,4 hit 
S 643e1c,4 hit 
L 6038c8,4 hit 
S 643e9c,4 hit 
L 6038cc,4 hit 
S 643f1c,4 hit 
L 6038d0,4 hit 
S 643f9c,4 hit 
L 6038d4,4 hit 
S 64401c,4 hit 
L 6038d8,4 hit 
S 64409c,4 hit 
L 6038dc,4 hit 
S 64411c,4 hit 
L 603d80,4 miss eviction 
S 643540,4 miss eviction 
L 603d84,4 hit 
S 6435c0,4 miss eviction 
L 603d88,4 hit 
S 643640,4 miss eviction 
L 603d8c,4 hit 
S 6436c0,4 miss eviction 
L 603d90,4 hit 
S 643740,4 miss eviction 
L 603d94,4 hit 
S 6437c0,4 miss eviction 
L 603d98,4 hit 
S 643840,4 miss eviction 
L 603d9c,4 hit 
S 6438c0,4 miss eviction 
L 603e00,4 miss eviction 
S 643544,4 hit 
L 603e04,4 hit 
S 6435c4,4 hit 
L 603e08,4 hit 
S 643644,4 hit 
L 603e0c,4 hit 
S 6436c4,4 hit 
L 603e10,4 hit 
S 643744,4 hit 
L 603e14,4 hit 
S 6437c4,4 hit 
L 603e18,4 hit 
S 643844,4 hit 
L 603e1c,4 hit 
S 6438c4,4 hit 
L 603e80,4 miss eviction 
S 643548,4 hit 
L 603e84,4 hit 
S 6435c8,4 hit 
L 603e88,4 hit 
S 643648,4 hit 
L 603e8c,4 hit 
S 6436c8,4 hit 
L 603e90,4 hit 
S 643748,4 hit 
L 603e94,4 hit 
S 6437c8,4 hit 
L 603e98,4 hit 
S 643848,4 hit 
L 603e9c,4 hit 
S 6438c8,4 hit 
L 603f00,4 miss eviction 
S 64354c,4 hit 
L 603f04,4 hit 
S 6435cc,4 hit 
L 603f08,4 hit 
S 64364c,4 hit 
L 603f0c,4 hit 
S 6436cc,4 hit 
L 603f10,4 hit 
S 64374c,4 hit 
L 603f14,4 hit 
S 6437cc,4 hit 
L 603f18,4 hit 
S 64384c,4 hit 
L 603f1c,4 hit 
S 6438cc,4 hit 
L 603f80,4 miss eviction 
S 643550,4 hit 
L 603f84,4 hit 
S 6435d0,4 hit 
L 603f88,4 hit 
S 643650,4 hit 
L 603f8c,4 hit 
S 6436d0,4 hit 
L 603f90,4 hit 
S 643750,4 hit 
L 603f94,4 hit 
S 6437d0,4 hit 
